,@workoutActivityType,@duration,@durationUnit,@totalDistance,@totalDistanceUnit,@totalEnergyBurned,@totalEnergyBurnedUnit,@sourceName,@sourceVersion,@creationDate,@startDate,@endDate
922,Running,19.02603486180305,min,2.6206998902971734,km,212.76133536814342,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-20 19:01:42+01:00,2019-10-20 18:41:21+01:00,2019-10-20 19:01:22+01:00
923,Running,19.016666666666673,min,0.0,km,212.0,kcal,MapMyFitness,19200000,2019-10-20 19:02:16+01:00,2019-10-20 19:01:36+01:00,2019-10-20 19:20:37+01:00
959,Running,65.14414198994636,min,7.0955193584014165,km,713.5424473186879,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-26 18:03:44+01:00,2019-10-26 16:56:01+01:00,2019-10-26 18:03:14+01:00
960,Running,65.13333333333334,min,0.0,km,713.0,kcal,MapMyFitness,19200000,2019-10-26 18:04:01+01:00,2019-10-26 18:03:31+01:00,2019-10-26 19:08:39+01:00
961,Running,30.67988381783168,min,3.420823547268754,km,302.2482374179658,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-10-28 19:27:31+01:00,2019-10-28 18:56:12+01:00,2019-10-28 19:27:17+01:00
963,Running,30.66666666666667,min,0.0,km,302.0,kcal,MapMyFitness,19200000,2019-10-28 19:31:03+01:00,2019-10-28 19:30:32+01:00,2019-10-28 20:01:12+01:00
986,Running,5.5070199251174925,min,0.6682658890074415,km,52.787015693521155,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-11-01 17:12:03+01:00,2019-11-01 17:05:33+01:00,2019-11-01 17:11:57+01:00
987,Running,5.5,min,0.0,km,52.0,kcal,MapMyFitness,19200000,2019-11-01 17:19:06+01:00,2019-11-01 17:18:41+01:00,2019-11-01 17:24:11+01:00
992,Running,44.5398308734099,min,4.760950038879639,km,496.8014429645974,kcal,DivyeshBC’s Apple Watch,5.3.2,2019-11-02 15:50:37+01:00,2019-11-02 15:04:32+01:00,2019-11-02 15:50:16+01:00
995,Running,44.53333333333333,min,0.0,km,496.0,kcal,MapMyFitness,19200000,2019-11-02 15:52:27+01:00,2019-11-02 15:52:03+01:00,2019-11-02 16:36:35+01:00
1030,Running,45.082607273260756,min,5.782562446626294,km,452.85973326615095,kcal,DivyeshBC’s Apple Watch,6.1,2019-11-09 13:46:26+01:00,2019-11-09 12:59:54+01:00,2019-11-09 13:46:11+01:00
1033,Running,36.097536879777905,min,2.051030711119294,km,124.0787484314162,kcal,DivyeshBC’s Apple Watch,6.1,2019-11-10 23:55:43+01:00,2019-11-10 23:09:35+01:00,2019-11-10 23:55:22+01:00
1044,Running,19.67681207060814,min,0.7834823779753021,km,46.84221580309615,kcal,DivyeshBC’s Apple Watch,6.1,2019-11-12 23:49:53+01:00,2019-11-12 23:24:36+01:00,2019-11-12 23:49:38+01:00
1046,Running,45.94490105509758,min,5.336470981399231,km,449.4174717632425,kcal,DivyeshBC’s Apple Watch,6.1,2019-11-13 18:56:32+01:00,2019-11-13 18:08:30+01:00,2019-11-13 18:56:08+01:00
1061,Running,31.367452224095658,min,3.7108732250806935,km,302.798115999419,kcal,DivyeshBC’s Apple Watch,6.1,2019-11-20 18:41:38+01:00,2019-11-20 18:08:53+01:00,2019-11-20 18:41:26+01:00
1074,Running,59.99753199418385,min,8.033791163480872,km,716.7955016228592,kcal,DivyeshBC’s Apple Watch,6.1,2019-11-23 19:55:06+01:00,2019-11-23 18:54:05+01:00,2019-11-23 19:54:31+01:00
1085,Running,51.617549234628676,min,4.058522125402093,km,324.5449888562956,kcal,DivyeshBC’s Apple Watch,6.1,2019-12-30 13:51:17+01:00,2019-12-30 12:54:57+01:00,2019-12-30 13:50:44+01:00
1134,Running,27.5573156495889,min,3.738750502052252,km,304.60571731942434,kcal,DivyeshBC’s Apple Watch,6.1.1,2020-01-23 18:40:29+01:00,2020-01-23 18:12:35+01:00,2020-01-23 18:40:16+01:00
1150,Running,20.00710331996282,min,2.630110961764586,km,198.2490573030416,kcal,DivyeshBC’s Apple Watch,6.1.1,2020-01-28 18:29:40+01:00,2020-01-28 18:09:10+01:00,2020-01-28 18:29:32+01:00
1156,Running,11.92233297626177,min,1.703484363160308,km,134.52177449167678,kcal,DivyeshBC’s Apple Watch,6.1.1,2020-01-30 21:16:04+01:00,2020-01-30 18:40:07+01:00,2020-01-30 18:52:14+01:00
1162,Running,18.31109179258346,min,2.3427224210566746,km,202.9127515535128,kcal,DivyeshBC’s Apple Watch,6.1.2,2020-02-05 19:15:29+01:00,2020-02-05 18:56:13+01:00,2020-02-05 19:15:21+01:00
1171,Running,29.4569510281086,min,3.7330347745197545,km,302.527858791757,kcal,DivyeshBC’s Apple Watch,6.1.2,2020-02-08 17:06:58+01:00,2020-02-08 16:36:01+01:00,2020-02-08 17:06:46+01:00
1177,Running,20.09474715590477,min,2.8791249784520443,km,234.3016699974971,kcal,DivyeshBC’s Apple Watch,6.1.2,2020-02-13 17:14:06+01:00,2020-02-13 16:52:59+01:00,2020-02-13 17:13:55+01:00
1216,Running,30.028926036755237,min,4.517777486986348,km,364.3085301639168,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-03-07 14:23:15+01:00,2020-03-07 13:52:46+01:00,2020-03-07 14:23:03+01:00
1224,Running,44.68901745080948,min,6.012164222885094,km,502.4007630363897,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-03-11 14:05:20+01:00,2020-03-11 13:19:52+01:00,2020-03-11 14:05:09+01:00
1226,Running,21.37051909168561,min,1.3529907982507459,km,88.60681449280813,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-03-11 16:15:26+01:00,2020-03-11 15:37:48+01:00,2020-03-11 16:15:17+01:00
1231,Running,29.804330720504126,min,3.5727838660478466,km,300.6264610963307,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-03-14 14:37:36+01:00,2020-03-14 14:04:54+01:00,2020-03-14 14:37:26+01:00
1237,Running,45.2724109907945,min,4.53974829995825,km,465.46705676268687,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-03-22 20:40:59+01:00,2020-03-22 19:50:51+01:00,2020-03-22 20:40:41+01:00
1238,Running,32.93931373755137,min,3.287109539624681,km,306.6944280214323,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-03-24 10:00:14+01:00,2020-03-24 09:25:24+01:00,2020-03-24 09:59:56+01:00
1243,Running,25.037621364990873,min,2.8533774737666118,km,257.1437647608272,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-03-27 21:56:17+01:00,2020-03-27 21:30:22+01:00,2020-03-27 21:56:09+01:00
1248,Running,29.70629732410113,min,3.8180294049702943,km,317.53815259308936,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-03-29 13:29:42+01:00,2020-03-29 12:56:25+01:00,2020-03-29 13:29:29+01:00
1249,Running,45.00196810364722,min,5.541736982088471,km,470.9434090726365,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-03-30 19:38:23+01:00,2020-03-30 18:52:19+01:00,2020-03-30 19:38:08+01:00
1252,Running,60.01685537099839,min,6.9065604434737935,km,637.5396770406622,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-04-02 20:07:35+01:00,2020-04-02 19:06:43+01:00,2020-04-02 20:07:12+01:00
1256,Running,45.480419222513845,min,4.957791213416279,km,482.8944247903923,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-04-07 18:49:33+01:00,2020-04-07 18:02:02+01:00,2020-04-07 18:49:16+01:00
1260,Running,32.80491038362185,min,3.708100297367,km,333.85430125591637,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-04-10 19:54:12+01:00,2020-04-10 19:20:20+01:00,2020-04-10 19:54:01+01:00
1261,Running,50.024845004081726,min,5.469413775631755,km,517.852001031496,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-04-11 18:12:17+01:00,2020-04-11 17:20:38+01:00,2020-04-11 18:12:04+01:00
1264,Running,25.008633478482572,min,2.1836563612204083,km,249.26596361174703,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-04-15 19:06:13+01:00,2020-04-15 18:39:39+01:00,2020-04-15 19:06:03+01:00
1265,Running,44.99843388398488,min,4.161641185267982,km,453.38757935179564,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-04-17 18:51:36+01:00,2020-04-17 18:03:48+01:00,2020-04-17 18:51:17+01:00
1266,Running,30.0039512693882,min,2.8590582381512983,km,299.1628995469359,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-04-18 19:00:00+01:00,2020-04-18 18:27:41+01:00,2020-04-18 18:59:46+01:00
1269,Running,25.448856427272162,min,2.06919169404255,km,219.8508425613157,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-04-20 20:37:11+01:00,2020-04-20 19:56:44+01:00,2020-04-20 20:22:17+01:00
1273,Running,52.44190994898479,min,5.017385398049264,km,568.9749848330665,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-04-24 18:42:36+01:00,2020-04-24 17:46:16+01:00,2020-04-24 18:42:23+01:00
1278,Running,32.51197433869044,min,3.174086464812581,km,311.98749072839564,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-05-01 19:01:28+01:00,2020-05-01 18:24:48+01:00,2020-05-01 19:01:18+01:00
1281,Running,30.061993857224778,min,3.4217003165994937,km,346.2253783935227,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-05-04 08:13:16+01:00,2020-05-04 07:42:53+01:00,2020-05-04 08:13:06+01:00
1284,Running,30.05917905569077,min,3.2085810014843434,km,326.6821300690626,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-05-05 11:44:02+01:00,2020-05-05 11:13:21+01:00,2020-05-05 11:43:47+01:00
1289,Running,30.008261994520822,min,3.381734702320962,km,315.9214392001413,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-05-07 08:45:06+01:00,2020-05-07 07:54:55+01:00,2020-05-07 08:44:53+01:00
1292,Running,45.999333252509444,min,4.5693948920176055,km,461.0205580232337,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-05-08 12:14:12+01:00,2020-05-08 11:22:05+01:00,2020-05-08 12:13:44+01:00
1294,Running,45.03775417606036,min,5.398064545576903,km,482.74019714165513,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-05-11 18:52:01+01:00,2020-05-11 18:05:17+01:00,2020-05-11 18:51:36+01:00
1296,Running,40.30555950005849,min,4.739390494816648,km,405.14174120796343,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-05-12 07:52:49+01:00,2020-05-12 07:03:30+01:00,2020-05-12 07:51:55+01:00
1298,Running,45.17973950703939,min,5.4504883269431605,km,445.0998863537551,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-05-13 08:40:53+01:00,2020-05-13 07:52:49+01:00,2020-05-13 08:40:33+01:00
1301,Running,40.35292152563731,min,4.807438868118001,km,412.88106186206414,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-05-14 08:39:53+01:00,2020-05-14 07:57:13+01:00,2020-05-14 08:39:36+01:00
1304,Running,50.06560152173042,min,6.094030133814736,km,521.3800172817929,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-05-15 08:36:42+01:00,2020-05-15 07:41:53+01:00,2020-05-15 08:36:23+01:00
1307,Running,30.066209055980053,min,4.104385488761459,km,374.0768372280418,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-05-16 10:27:09+01:00,2020-05-16 09:55:23+01:00,2020-05-16 10:26:43+01:00
1310,Running,28.584036997954048,min,3.545091422522797,km,347.65868078984323,kcal,DivyeshBC’s Apple Watch,6.1.3,2020-05-19 08:27:32+01:00,2020-05-19 06:54:16+01:00,2020-05-19 07:24:06+01:00
1311,Running,56.534273874759684,min,6.637743224348768,km,628.41296004738,kcal,DivyeshBC’s Apple Watch,6.2.5,2020-05-22 06:34:23+01:00,2020-05-22 05:31:22+01:00,2020-05-22 06:34:02+01:00
1331,Running,37.31901614069939,min,3.600641999609648,km,408.5094530997866,kcal,DivyeshBC’s Apple Watch,6.2.5,2020-06-02 19:29:19+01:00,2020-06-02 18:50:57+01:00,2020-06-02 19:29:03+01:00
1334,Running,21.572371550401048,min,2.1696317259665068,km,225.6735355685746,kcal,DivyeshBC’s Apple Watch,6.2.5,2020-06-03 18:49:41+01:00,2020-06-03 18:27:35+01:00,2020-06-03 18:49:30+01:00
1341,Running,20.00948373277982,min,2.1001868466933753,km,219.1520467927132,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-06-05 17:59:01+01:00,2020-06-05 17:38:43+01:00,2020-06-05 17:58:47+01:00
1344,Running,43.59820090929667,min,3.9675832545559238,km,444.33690752382654,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-06-06 19:12:37+01:00,2020-06-06 18:27:41+01:00,2020-06-06 19:12:17+01:00
1347,Running,24.925003278255463,min,2.3338768996307806,km,274.3034022372374,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-06-08 17:29:50+01:00,2020-06-08 17:04:31+01:00,2020-06-08 17:29:42+01:00
1351,Running,21.44130843480428,min,2.005249273883265,km,160.6883191894264,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-06-11 18:30:34+01:00,2020-06-11 18:08:12+01:00,2020-06-11 18:30:27+01:00
1355,Running,31.55442705750465,min,3.4114863020214985,km,341.6737680328391,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-06-13 11:50:45+01:00,2020-06-13 11:18:23+01:00,2020-06-13 11:50:28+01:00
1361,Running,38.40528367360432,min,3.461020549643088,km,377.1270319384246,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-06-16 17:49:54+01:00,2020-06-16 17:07:12+01:00,2020-06-16 17:49:36+01:00
1365,Running,49.854837377866104,min,5.711870152343116,km,575.7077175007453,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-06-22 17:28:40+01:00,2020-06-22 16:37:40+01:00,2020-06-22 17:28:25+01:00
1369,Running,30.65613175630569,min,2.423543548810151,km,303.8983118909808,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-06-26 19:14:11+01:00,2020-06-26 18:39:56+01:00,2020-06-26 19:12:42+01:00
1372,Running,30.00136948625247,min,2.3791226416074602,km,301.5925282346872,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-06-30 19:23:59+01:00,2020-06-30 18:48:12+01:00,2020-06-30 19:23:47+01:00
1373,Running,30.040059490998587,min,2.901232677981791,km,299.14932090470387,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-07-01 18:44:53+01:00,2020-07-01 18:12:50+01:00,2020-07-01 18:44:42+01:00
1375,Running,30.325537361701326,min,3.0557856492613973,km,301.6220007154549,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-07-03 19:11:31+01:00,2020-07-03 18:39:35+01:00,2020-07-03 19:11:19+01:00
1377,Running,46.016741220156355,min,3.563876995867676,km,516.7052877126857,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-07-06 17:37:12+01:00,2020-07-06 16:48:07+01:00,2020-07-06 17:36:55+01:00
1380,Running,29.980860072374337,min,2.2643795467461936,km,252.736547499246,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-07-08 20:23:41+01:00,2020-07-08 19:49:12+01:00,2020-07-08 20:23:20+01:00
1381,Running,30.013583882649737,min,2.2438500682800497,km,262.1634403782672,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-07-10 19:50:07+01:00,2020-07-10 19:15:16+01:00,2020-07-10 19:49:55+01:00
1383,Running,30.02969339291255,min,3.011137859661852,km,314.94462977233917,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-07-13 18:25:01+01:00,2020-07-13 17:52:36+01:00,2020-07-13 18:24:50+01:00
1387,Running,30.82410615881284,min,2.1872205225135146,km,279.4215692631498,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-07-15 18:34:53+01:00,2020-07-15 18:02:33+01:00,2020-07-15 18:34:44+01:00
1389,Running,50.05819932421047,min,4.330423357491475,km,533.0302410460272,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-07-17 19:00:56+01:00,2020-07-17 18:07:59+01:00,2020-07-17 19:00:38+01:00
1392,Running,30.22039100925128,min,2.978918626600765,km,308.11046437095473,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-07-22 19:04:20+01:00,2020-07-22 18:33:13+01:00,2020-07-22 19:04:04+01:00
1396,Running,29.09803955952327,min,2.8247559747033435,km,278.784495342443,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-07-28 18:41:16+01:00,2020-07-28 18:09:07+01:00,2020-07-28 18:41:06+01:00
1398,Running,24.081110441684718,min,2.2984395386199132,km,230.7518525819093,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-07-30 19:03:46+01:00,2020-07-30 18:37:22+01:00,2020-07-30 19:03:32+01:00
1403,Running,26.00578249096871,min,1.99446764414064,km,259.8746431900541,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-08-07 19:20:33+01:00,2020-08-07 18:52:05+01:00,2020-08-07 19:20:24+01:00
1407,Running,20.17570911447207,min,1.9436133486724618,km,201.17121510365538,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-08-13 18:32:26+01:00,2020-08-13 18:11:38+01:00,2020-08-13 18:32:17+01:00
1410,Running,30.09815732041995,min,2.812738600946493,km,277.4375485536929,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-08-15 12:29:16+01:00,2020-08-15 11:57:13+01:00,2020-08-15 12:29:03+01:00
1415,Running,40.01890375216802,min,3.9986932528028416,km,411.3463361533485,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-08-19 18:05:14+01:00,2020-08-19 17:24:30+01:00,2020-08-19 18:05:01+01:00
1422,Running,27.068773273626963,min,2.466340048226145,km,227.5774556237308,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-08-25 18:20:16+01:00,2020-08-25 17:45:10+01:00,2020-08-25 18:20:03+01:00
1443,Running,31.014083447059,min,3.3489259357982766,km,382.6403801582446,kcal,DivyeshBC’s Apple Watch,6.2.6,2020-09-10 17:34:19+01:00,2020-09-10 17:03:04+01:00,2020-09-10 17:34:08+01:00
1456,Running,60.540265862147024,min,5.008816925552062,km,701.5231053514128,kcal,DivyeshBC’s Apple Watch,6.2.8,2020-09-20 11:38:46+01:00,2020-09-20 10:35:59+01:00,2020-09-20 11:38:05+01:00
1460,Running,2.326822727918625,min,0.1136666201856583,km,5.969953820285497,kcal,DivyeshBC’s Apple Watch,6.2.8,2020-09-23 18:26:07+01:00,2020-09-23 18:18:51+01:00,2020-09-23 18:26:02+01:00
1464,Running,44.746463129917785,min,3.364320464049881,km,591.5355125664382,kcal,DivyeshBC’s Apple Watch,6.2.8,2020-10-25 11:11:09+01:00,2020-10-25 10:19:09+01:00,2020-10-25 11:10:54+01:00
1467,Running,40.065792538722356,min,3.099613328830303,km,384.61168500875436,kcal,DivyeshBC’s Apple Watch,6.2.8,2020-10-31 13:18:38+01:00,2020-10-31 12:33:45+01:00,2020-10-31 13:18:25+01:00
1471,Running,20.096256724993392,min,1.9203467221857118,km,179.0610054538599,kcal,DivyeshBC’s Apple Watch,6.2.8,2021-01-08 20:18:31+01:00,2021-01-08 19:47:48+01:00,2021-01-08 20:18:13+01:00
1472,Running,30.798625836769737,min,2.887402450150444,km,294.742804424473,kcal,DivyeshBC’s Apple Watch,6.2.8,2021-01-10 12:42:03+01:00,2021-01-10 12:05:48+01:00,2021-01-10 12:41:49+01:00
1475,Running,20.02191798488299,min,1.894917728249978,km,152.1853552753625,kcal,DivyeshBC’s Apple Watch,6.2.8,2021-01-13 20:50:17+01:00,2021-01-13 20:29:59+01:00,2021-01-13 20:50:10+01:00
1476,Running,12.200667872031529,min,1.366721007151741,km,128.4204004843474,kcal,Divyesh B’s Apple Watch,6.2.8,2021-02-18 20:04:41+01:00,2021-02-18 19:47:12+01:00,2021-02-18 20:04:36+01:00
1479,Running,25.816326206922533,min,2.7318201592017806,km,303.4254523791645,kcal,Divyesh B’s Apple Watch,6.2.8,2021-02-22 18:28:03+01:00,2021-02-22 17:59:38+01:00,2021-02-22 18:27:38+01:00
1480,Running,45.052641439437856,min,4.200394830444681,km,478.4798108144175,kcal,Divyesh B’s Apple Watch,6.2.8,2021-02-26 22:08:30+01:00,2021-02-26 21:21:10+01:00,2021-02-26 22:08:17+01:00
1482,Running,37.091052027543384,min,3.2756296632496946,km,392.12573228287437,kcal,Divyesh B’s Apple Watch,6.2.8,2021-04-21 19:23:19+01:00,2021-04-21 18:41:07+01:00,2021-04-21 19:22:40+01:00
1483,Running,29.606418613592783,min,2.5572505948736657,km,0.0,kcal,Divyesh B’s Apple Watch,6.2.8,2021-04-26 18:02:34+01:00,2021-04-26 17:29:50+01:00,2021-04-26 18:02:20+01:00
